id,location,region,type,month,day,descr,deaths,death_stat,lon,lat
521,"Mirovac, Podujevo",Kosovo,military units,4,11,,0,,21.26,42.91
522,Mocare,Kosovo,military units,4,19,,2,civilian,21.6,42.59
523,Mogila,Kosovo,military units,3,30,military,3,military,21.38,42.34
524,Mokra Gora,Serbia,communications,4,19,,0,,19.5,43.79
525,Mokra Gora,Serbia,communications,4,21,,0,,19.5,43.79
526,"Mokra Gora, Zubin Potok",Kosovo,military units,5,21,,0,,20.52,42.85
527,Morina,Kosovo,military units,4,29,,5,military,20.24,42.41
528,"Mramor, Pristina",Kosovo,military units,5,5,,0,,21.28,42.66
529,Mrcajevci,Serbia,civilian,5,11,,0,,20.53,43.87
530,Mrcajevci,Serbia,military units,5,28,,0,,20.53,43.87
531,Mrsac,Serbia,military units,4,15,,0,,20.59,43.78
532,Mrsac,Serbia,military units,4,16,,0,,20.59,43.78
533,Mrsac,Serbia,military units,4,21,,0,,20.59,43.78
534,Mrsac,Serbia,military units,6,7,,0,,20.59,43.78
535,"Murino, Plav",Montenegro,civilian,4,30,civilian,6,civilian,19.88,42.66
536,"Murino, Plav",Montenegro,military units,5,11,refinery/airport,0,,19.88,42.66
537,Nadalj,Vojvodina,military units,6,1,,2,military,19.92,45.51
538,Negotin,Serbia,industry,5,6,refinery,0,,22.53,44.23
539,Nekodim,Kosovo,military units,5,24,,0,,21.17,42.35
540,"Nemic, Ljubovija",Serbia,communications,6,2,relay,0,,19.43,44.18
541,Neradovac,Serbia,military units,5,31,,0,,21.87,42.51
542,Nis,Serbia,military facility,3,28,airport,1,military,21.86,43.34
543,Nis,Serbia,industry,4,5,factory,0,,21.87,43.32
544,Nis,Serbia,civilian,4,7,,1,civilian,21.87,43.32
545,Nis,Serbia,industry,4,15,factory,0,,21.87,43.32
546,Nis,Serbia,industry,4,19,factory,1,civilian,21.87,43.32
547,Nis,Serbia,industry,4,20,factory,0,,21.87,43.32
548,Nis,Serbia,military units,4,23,,0,,21.87,43.32
549,Nis,Serbia,military units,4,24,,0,,21.87,43.32
550,Nis,Serbia,industry,4,25,factory,0,,21.87,43.32
551,Nis,Serbia,military units,5,2,,0,,21.87,43.32
552,Nis,Serbia,military units,5,3,,0,,21.87,43.32
553,Nis,Serbia,industry,5,5,refinery,0,,21.87,43.34
554,Nis,Serbia,military facility,5,6,airport,0,,21.86,43.34
555,Nis,Serbia,civilian,5,7,,15,civilian,21.87,43.32
556,Nis,Serbia,civilian,5,7,,0,,21.87,43.32
557,Nis,Serbia,military facility,5,8,airport,0,,21.86,43.34
558,Nis,Serbia,military facility,5,10,airport,0,,21.86,43.34
559,Nis,Serbia,civilian,5,11,,2,civilian,21.87,43.32
560,Nis,Serbia,industry,5,13,plant,0,,21.87,43.32
561,Nis,Serbia,infrastructure,5,18,bridge,0,,21.87,43.32
562,Nis,Serbia,military units,5,21,,0,,21.87,43.32
563,Nis,Serbia,industry,5,23,plant,0,,21.87,43.32
564,Nis,Serbia,industry,5,27,factory,0,,21.87,43.32
565,Nis,Serbia,civilian,5,29,,2,civilian,21.87,43.32
566,Nis,Serbia,industry,5,30,tobacco factory,0,,21.87,43.32
567,Nogavac,Kosovo,military units,4,2,,1,civilian,20.64,42.34
568,Nova Pazova,Vojvodina,civilian,5,8,,0,,20.2,44.95
569,Novi Badovac,Kosovo,military units,3,30,,0,,21.21,42.59
570,Novi Beograd,Serbia,military units,5,16,,0,,20.35,44.8
571,Novi Beograd,Serbia,industry,5,27,factory,0,,20.35,44.8
572,"Novi Beograd, Chinese Embassy",Serbia,civilian,5,7,,3,civilian,20.42,44.82
573,"Novi Beograd, hotel Jugoslavija",Serbia,civilian,5,8,,1,military,20.42,44.83
574,"Novi Beograd, toplana",Serbia,industry,4,4,factory,1,civilian,20.41,44.8
575,"Novi Beograd, Usce",Serbia,communications,4,21,,0,,20.44,44.82
576,"Novi Beograd, Usce",Serbia,communications,4,27,,0,,20.44,44.82
577,Novi Pazar,Serbia,military units,4,24,,0,,20.5,43.14
578,Novi Pazar,Serbia,military units,4,29,,0,,20.5,43.14
579,Novi Pazar,Serbia,military units,5,1,,0,,20.5,43.14
580,Novi Pazar,Serbia,civilian,5,31,building,11,civilian/military,20.5,43.14
581,Novi Sad,Serbia,military units,3,26,,0,,19.78,45.27
582,Novi Sad,Serbia,military units,3,30,,0,,19.78,45.27
583,Novi Sad,Serbia,industry,4,5,refinery,0,,19.86,45.27
584,Novi Sad,Serbia,industry,4,7,refinery,0,,19.86,45.27
585,Novi Sad,Serbia,industry,4,12,refinery,0,,19.86,45.27
586,Novi Sad,Serbia,industry,4,13,refinery,0,,19.86,45.27
587,Novi Sad,Serbia,various,4,15,,0,,19.86,45.27
588,Novi Sad,Serbia,various,4,16,,0,,19.86,45.27
589,Novi Sad,Serbia,industry,4,17,refinery,0,,19.86,45.27
590,Novi Sad,Serbia,industry,4,18,refinery,0,,19.86,45.27
591,Novi Sad,Serbia,industry,4,20,refinery,0,,19.86,45.27
592,Novi Sad,Serbia,military units,4,24,,0,,19.78,45.27
593,Novi Sad,Serbia,industry,4,25,refinery,0,,19.86,45.27
594,Novi Sad,Serbia,infrastructure,4,26,bridge,0,,19.86,45.26
595,Novi Sad,Serbia,industry,4,28,refinery,0,,19.86,45.27
596,Novi Sad,Serbia,industry,4,29,refinery,0,,19.86,45.27
597,Novi Sad,Serbia,industry,5,2,refinery,0,,19.86,45.27
598,Novi Sad,Serbia,communications,5,3,,0,,19.78,45.27
599,Novi Sad,Serbia,communications,5,13,,0,,19.78,45.27
600,Novi Sad,Serbia,military units,5,15,,0,,19.78,45.27
601,Novi Sad,Serbia,industry,5,23,plant,0,,19.86,45.27
602,Novi Sad,Serbia,communications,5,26,TV station,0,,19.85,45.25
603,Novi Sad,Serbia,military units,6,1,,0,,19.78,45.27
604,Novi Sad,Serbia,civilian,6,2,hotel,0,,19.78,45.27
605,"Novi Sad, Banska palata",Serbia,civilian,4,19,monument,0,,19.84,45.25
606,"Novi Sad, centar za obuku MUP",Serbia,military facility,3,24,police,0,,19.84,45.26
607,"Novi Sad, Detelinara",Serbia,civilian,5,6,,0,,19.81,45.26
608,"Novi Sad, Izvrsno vece",Serbia,government,4,19,,0,,19.85,45.25
609,"Novi Sad, most Slobode",Serbia,infrastructure,4,3,bridge,0,,19.85,45.23
610,"Novi Sad, sangaj",Serbia,infrastructure,5,31,grid,0,,19.87,45.27
611,"Novi Sad, sangaj",Serbia,industry,6,8,refinery,1,civilian,19.87,45.27
612,"Novi Sad, seleznicki most",Serbia,infrastructure,4,5,bridge,0,,19.86,45.26
613,"Novi Sad, Varadinski most",Serbia,infrastructure,4,1,bridge,1,civilian,19.86,45.25
614,Novo Brdo,Kosovo,military units,6,3,,1,military,21.42,42.61
615,Novopazarska banja,Serbia,military units,4,23,,0,,20.54,43.16
616,Novopazarska Banja,Serbia,military units,4,26,,0,,20.54,43.16
617,Novopazarska banja,Serbia,military units,4,30,,0,,20.54,43.16
618,Obilic,Kosovo,military units,3,29,,0,,21.06,42.69
619,Obrenovac,Serbia,military units,4,19,,0,,20.19,44.66
620,Obrenovac,Serbia,military units,5,22,,0,,20.19,44.66
621,Obrenovac,Serbia,industry,5,23,plant,0,,20.19,44.66
622,Obrenovac,Serbia,military facility,5,31,barracks,0,,20.19,44.66
623,Obrenovac,Serbia,military units,6,2,,0,,20.19,44.66
624,Obrva,Serbia,military units,5,5,,0,,20.6,43.8
625,Obrva,Serbia,military units,5,5,,0,,20.6,43.8
626,Omoljica,Serbia,military units,6,1,,3,military,20.69,44.75
627,Orahovac,Kosovo,military units,5,26,,0,,20.65,42.4
628,Orlate,Kosovo,military facility,4,8,,2,military,20.82,42.55
629,Orlate,Kosovo,military units,4,29,,2,military,20.82,42.55
630,Orlate,Kosovo,military units,5,4,,4,military/police,20.82,42.55
631,Orljane,Serbia,civilian,5,11,,1,civilian,21.82,43.21
632,Osecenica,Serbia,military units,4,9,,0,,20.02,44.18
633,Ostrusnica,Serbia,infrastructure,4,29,bridge,1,civilian,20.31,44.73
634,Ostrusnica,Serbia,military units,5,26,,0,,20.31,44.73
635,"Ostrusnica, most",Serbia,infrastructure,4,21,bridge,0,,20.32,44.74
636,"Ostrusnica, most",Serbia,infrastructure,4,23,bridge,0,,20.32,44.74
637,Ostrusnicka suma,Serbia,military units,6,2,,0,,20.34,44.7
638,"Otroci, Kraljevo",Serbia,military units,3,26,,0,,20.8,43.63
639,"Ovcar predajnik, Cacak",Serbia,communications,4,15,relay,0,,20.19,43.9
640,"Ovcar predajnik, Cacak",Serbia,communications,4,23,relay,0,,20.19,43.9
641,Padinska skela,Serbia,military units,5,15,,0,,20.39,44.97
642,Padinska skela,Serbia,military units,5,16,,0,,20.39,44.97
643,Palic,Serbia,civilian,5,20,weather station,0,,19.76,46.1
644,Palic,Serbia,civilian,5,27,,1,civilian,19.76,46.1
645,Pancevo,Vojvodina,military facility,3,27,,0,,20.64,44.86
646,Pancevo,Vojvodina,military units,3,28,,0,,20.64,44.86
647,Pancevo,Vojvodina,military units,3,30,,0,,20.64,44.86
648,Pancevo,Vojvodina,industry,4,4,refinery,3,civilian,20.64,44.86
649,Pancevo,Vojvodina,military units,4,7,,0,,20.64,44.86
650,Pancevo,Vojvodina,military units,4,8,,0,,20.64,44.86
651,Pancevo,Vojvodina,industry,4,12,refinery,0,,20.64,44.86
652,Pancevo,Vojvodina,industry,4,13,refinery,0,,20.64,44.86
653,Pancevo,Vojvodina,industry,4,15,factory,0,,20.64,44.86
654,Pancevo,Vojvodina,industry,4,16,factory,0,,20.64,44.86
655,Pancevo,Vojvodina,industry,4,18,refinery,0,,20.64,44.86
656,Pancevo,Vojvodina,civilian,5,1,,0,,20.64,44.86
657,Pancevo,Vojvodina,industry,5,31,refinery,0,,20.64,44.86
658,Pancevo,Vojvodina,military units,6,1,,0,,20.64,44.86
659,Pancevo,Vojvodina,industry,6,8,refinery,0,,20.64,44.86
660,Pancicev vrh,Serbia,military units,4,30,,0,,20.81,43.28
661,Paracin,Serbia,military units,4,19,,0,,21.4,43.86
662,Paracin,Serbia,military units,4,28,,0,,21.4,43.86
663,Paracin,Serbia,military units,5,8,,0,,21.4,43.86
664,Paracin,Serbia,military units,5,12,,0,,21.4,43.86
665,Paracin,Serbia,military units,5,29,,0,,21.4,43.86
666,Partes,Kosovo,military units,3,28,,0,,21.42,42.4
667,Pasjane,Kosovo,military units,3,28,,0,,21.49,42.41
668,Pasjane,Kosovo,infrastructure,4,30,bridge,0,,21.49,42.41
669,Pasjane,Kosovo,military units,5,9,,0,,21.49,42.41
670,"Pastrik, Planeja",Kosovo,military units,4,15,,0,,20.53,42.21
671,Pavlovac,Serbia,civilian,4,14,,2,civilian,21.85,42.49
672,Pec,Kosovo,military facility,4,7,military,0,,20.26,42.66
673,Pec,Kosovo,military units,4,11,,0,,20.26,42.66
674,Pec,Kosovo,military facility,4,15,military,0,,20.26,42.66
675,Pec,Kosovo,military units,4,27,,0,,20.26,42.66
676,Pec,Kosovo,military units,5,9,,0,,20.26,42.66
677,Pec,Kosovo,military units,5,16,,0,,20.26,42.66
678,Pec,Kosovo,military units,5,17,,0,,20.26,42.66
679,Pec,Kosovo,military units,5,19,,1,military,20.26,42.66
680,Pec,Kosovo,military units,6,2,,0,,20.26,42.66
681,Pec,Kosovo,military units,6,6,,0,,20.26,42.66
682,"Pepeljevac, most",Serbia,infrastructure,4,15,bridge,0,,21.25,43.57
683,Petrovcic,Belgrade,military units,4,18,,2,military,20.14,44.79
684,Pirane,Kosovo,military units,4,14,,5,civilian/military,20.67,42.29
685,Pirane,Kosovo,military facility,6,5,bunker,0,,20.67,42.29
686,Pirot,Serbia,military units,5,21,,0,,22.6,43.14
687,Pirot,Serbia,military units,5,26,,0,,22.6,43.14
688,Pirot,Serbia,military units,5,28,,0,,22.6,43.14
689,Pirot,Serbia,military units,5,30,,0,,22.6,43.14
690,Planeja,Kosovo,military units,5,30,,1,military,20.57,42.21
691,Planeja,Kosovo,military units,5,31,,5,military,20.57,42.21
692,Podgorac,Serbia,civilian,6,7,,3,civilian,21.95,43.94
693,Podgorica,Montenegro,military units,4,6,,0,,19.29,42.44
694,Podgorica,Montenegro,military units,4,7,,0,,19.29,42.44
695,Podina,Serbia,infrastructure,4,30,bridge,0,,21.66,43.21
696,Podina,Serbia,military facility,5,11,,0,,21.66,43.21
697,Podujevo,Kosovo,military units,4,19,,0,,21.19,42.91
698,Podujevo,Kosovo,military units,5,7,,0,,21.19,42.91
699,Pomazatin,Kosovo,military units,5,19,,0,,21.02,42.62
700,Ponikve,Serbia,military facility,4,20,airport,0,,19.69,43.9
701,Ponikve,Serbia,military facility,4,30,airport,0,,19.69,43.9
702,Ponikve,Serbia,military facility,5,17,airport,0,,19.69,43.9
703,Ponikve,Kosovo,military facility,5,21,airport,0,,19.69,43.9
704,Ponikve,Serbia,military facility,5,23,airport,0,,19.69,43.9
705,Ponikve,Serbia,military facility,5,28,airport,0,,19.69,43.9
706,Ponikve,Serbia,military facility,6,2,airport,0,,19.69,43.9
707,"Popovac, Nis",Serbia,infrastructure,5,28,bridge,0,,21.81,43.34
708,Posarevac,Serbia,civilian,4,29,,0,,21.18,44.62
709,Posarevac,Serbia,military units,5,15,,0,,21.18,44.62
710,Posarevac,Serbia,industry,5,22,plant,0,,21.18,44.62
711,Posega,Serbia,military units,5,21,,0,,20.03,43.85
712,Posliste,Kosovo,military units,5,14,,1,military,20.67,42.18
713,Posliste,Kosovo,military units,5,31,,1,military,20.67,42.18
714,Prahovo,Serbia,industry,5,5,refinery,0,,22.61,44.29
715,Prahovo,Serbia,industry,5,15,refinery,0,,22.61,44.29
716,Prahovo,Serbia,industry,5,26,refinery,0,,22.61,44.29
717,Pranjani,Serbia,civilian,4,13,,0,,20.21,44.01
718,Preoce,Kosovo,civilian,4,11,civilian,0,,21.12,42.6
719,Presevo,Serbia,military units,4,15,,8,military,21.65,42.31
720,Presevo,Serbia,military units,5,17,,0,,21.65,42.31
721,Priboj,Serbia,communications,5,29,relay,0,,19.53,43.58
722,Pricevic,Serbia,military units,4,9,,1,military,19.77,44.28
723,Pricevic,Serbia,industry,4,18,refinery,0,,19.77,44.28
724,Pricevic,Serbia,military units,4,26,,0,,19.77,44.28
725,Prijanovici,Serbia,military units,4,14,,0,,20.08,43.86
726,Prijanovici,Serbia,military units,4,18,,0,,20.08,43.86
727,Prijanovici,Serbia,military units,4,30,,0,,20.08,43.86
728,Prijepolje,Serbia,infrastructure,5,3,bridge,0,,19.65,43.39
729,"Prilike, Ivanjica",Serbia,communications,4,13,,0,,20.15,43.63
730,"Prilike, Ivanjica",Serbia,communications,4,20,,0,,20.15,43.63
731,"Prilike, Ivanjica",Serbia,communications,4,30,,0,,20.15,43.63
732,Pristina,Kosovo,military units,3,24,,0,,21.12,42.67
733,Pristina,Kosovo,military units,3,26,civilian,0,,21.12,42.67
734,Pristina,Kosovo,military units,3,28,,0,,21.12,42.67
735,Pristina,Kosovo,military units,3,29,civilian,1,civilian,21.12,42.67
736,Pristina,Kosovo,military units,3,30,,0,,21.12,42.67
737,Pristina,Kosovo,industry,4,5,refinery,0,,21.12,42.67
738,Pristina,Kosovo,military facility,4,7,,9,civilian/police,21.12,42.67
739,Pristina,Kosovo,military units,4,11,,0,,21.12,42.67
740,Pristina,Kosovo,various,4,12,various,4,military,21.12,42.67
741,Pristina,Kosovo,industry,4,13,factory,0,,21.12,42.67
742,Pristina,Kosovo,various,4,13,various,1,civilian,21.12,42.67
743,Pristina,Kosovo,industry,4,14,factory,1,military,21.12,42.67
744,Pristina,Kosovo,military units,4,15,,0,,21.12,42.67
745,Pristina,Kosovo,military units,4,16,,0,,21.12,42.67
746,Pristina,Kosovo,military units,4,20,,1,civilian,21.12,42.67
747,Pristina,Kosovo,military units,4,23,,0,,21.12,42.67
748,Pristina,Kosovo,military units,4,24,,0,,21.12,42.67
749,Pristina,Kosovo,military units,4,27,,0,,21.12,42.67
750,Pristina,Kosovo,military units,5,3,,0,,21.12,42.67
751,Pristina,Kosovo,military units,5,14,,2,military,21.12,42.67
752,Pristina,Kosovo,military units,5,17,,0,,21.12,42.67
753,Pristina,Kosovo,military units,5,26,,0,,21.12,42.67
754,Pristina,Kosovo,various,5,31,"cemetary, monument, refinery",0,,21.12,42.67
755,Pristina,Kosovo,military units,6,2,,0,,21.12,42.67
756,Pristina,Kosovo,military units,6,5,,0,,21.12,42.67
757,Pristina,Kosovo,military units,6,6,,0,,21.12,42.67
758,"Pristina, Kosovski junaci",Kosovo,military units,3,29,military,3,military/police,21.14,42.65
759,Prizren,Kosovo,military units,3,25,police,2,police,20.72,42.21
760,Prizren,Kosovo,military units,3,27,military,0,,20.72,42.21
761,Prizren,Kosovo,civilian,3,28,monument,0,,20.72,42.21
762,Prizren,Kosovo,military facility,4,11,military,0,,20.72,42.21
763,Prizren,Kosovo,military units,4,15,,1,military,20.72,42.21
764,Prizren,Kosovo,civilian,4,28,civilian,4,civilian,20.72,42.21
765,Prizren,Kosovo,military units,5,1,,7,civilian,20.72,42.21
766,Prizren,Kosovo,military units,5,2,,1,civilian,20.72,42.21
767,Prizren,Kosovo,infrastructure,5,13,railway st,1,military,20.72,42.21
768,Prizren,Kosovo,infrastructure,5,18,bridge,0,,20.66,42.19
769,Prizren,Kosovo,military units,5,19,,0,,20.72,42.21
770,Prizren,Kosovo,military units,5,22,,0,,20.72,42.21
771,Prizren,Kosovo,military units,5,24,,0,,20.72,42.21
772,Prizren,Kosovo,military units,5,28,,0,,20.72,42.21
773,Prizren,Kosovo,military facility,5,29,baracks,3,military,20.72,42.21
774,Prizren,Kosovo,military units,6,1,,7,military,20.72,42.21
775,Prizren,Kosovo,military units,6,2,,0,,20.72,42.21
776,Prizren,Kosovo,various,6,3,,1,military,20.72,42.21
777,Prizren,Kosovo,military units,6,5,,0,,20.72,42.21
778,Prizren,Kosovo,military units,6,8,,0,,20.72,42.21
779,Prokuplje,Serbia,military facility,3,24,,1,military,21.59,43.23
780,Rabas,Serbia,civilian,5,27,farm,0,,19.82,44.35
781,Radevo,Kosovo,military units,4,28,,1,military,21.05,42.57
782,Radinci,Vojvodina,military units,4,29,,0,,19.67,45.04
783,"Radoste, Orahovac",Kosovo,civilian,5,26,,2,civilian,20.53,42.39
784,Radovca,Montenegro,military units,4,29,,0,,19.26,42.58
785,Radovici,Montenegro,military units,3,24,military,0,,18.67,42.39
786,Rakovica,Belgrade,industry,4,15,factory,0,,20.45,44.75
787,Rakovica,Belgrade,military units,4,17,,0,,20.45,44.75
788,Rakovica,Belgrade,military facility,5,7,,0,,20.45,44.75
789,Ralja,Belgrade,military units,3,24,,0,,20.56,44.57
790,Ralja,Belgrade,civilian,5,26,house,4,civilian,20.56,44.57
791,Raska,Serbia,military facility,4,4,baracks,1,military,20.62,43.29
792,Ratina,Serbia,military units,5,22,,0,,20.75,43.7
793,Ratina,Serbia,military units,5,29,,0,,20.75,43.7
794,Ravna Reka,Serbia,military units,6,3,military,0,,21.6,44.01
795,Resnik,Belgrade,industry,4,23,factory,0,,20.44,44.71
796,Ribnice,Serbia,civilian,4,17,,1,civilian,21.89,42.51
797,Ripanj,Belgrade,civilian,5,31,house,2,civilian,20.52,44.64
798,Ritopek,Belgrade,civilian,5,24,house,0,,20.65,44.74
799,Rogovo,Kosovo,military units,4,12,,1,military,20.58,42.33
800,Rosaje,Montenegro,military units,3,25,,0,,20.15,42.84
801,Rudnica,Serbia,infrastructure,4,30,bridge,0,,20.69,43.27
802,Rudnik,Serbia,military units,4,20,,0,,20.5,44.14
803,Rudnik,Serbia,communications,5,8,,0,,20.5,44.14
804,Ruma,Serbia,military facility,4,7,,0,,19.79,45.01
805,Rznic,Kosovo,military units,4,12,,0,,20.35,42.52
806,Sabac,Serbia,military units,4,27,,1,military,19.65,44.77
807,Sabac,Serbia,industry,5,11,refinery,0,,19.65,44.77
808,Sabac,Serbia,military units,5,18,,0,,19.65,44.77
809,Sabac,Serbia,various,5,22,"old city fortress, factory",0,,19.7,44.76
810,Sabac,Serbia,military units,5,23,,0,,19.65,44.77
811,Sabac,Serbia,military facility,5,25,baracks,0,,19.68,44.75
812,Sabac,Serbia,military units,5,26,,1,military,19.65,44.77
813,Samaila,Serbia,military units,4,16,,0,,20.55,43.76
814,Samaila,Serbia,military units,4,16,,0,,20.55,43.76
815,Samaila,Serbia,military units,4,21,,0,,20.55,43.76
816,Samaila,Serbia,military units,5,10,,0,,20.55,43.76
817,Samodrasa,Kosovo,military units,5,21,,1,military,20.74,42.36
818,Samokovo,Serbia,military units,4,2,,1,military,21.28,43.13
819,Saskovac,Kosovo,military units,3,30,,0,,21.32,42.48
820,Saskovac,Kosovo,military units,4,14,,0,,21.32,42.48
821,Savine Vode,Kosovo,military units,5,3,civilian,19,civilian/military/police,20.32,42.74
822,Savine Vode,Kosovo,civilian,5,4,civilian,1,police,20.32,42.74
823,Sedlare,Kosovo,military units,5,24,,0,,20.91,42.51
824,Simanovci,Vojvodina,civilian,5,2,,1,civilian,20.07,44.88
825,Sisatovac,Vojvodina,civilian,4,17,monument,0,,19.55,45.13
826,Sjenica,Serbia,military units,4,4,,1,military,20,43.27
827,Sjenica,Serbia,communications,5,11,relay,0,,20,43.27
828,Skoza,Kosovo,military units,5,12,,1,military,20.59,42.16
829,Slankamen,Vojvodina,military units,6,8,,0,,20.22,45.13
830,Slatina,Kosovo,military facility,3,24,airport,0,,21.01,42.57
831,Slatina,Kosovo,military units,3,30,military,0,,21.01,42.57
832,Slatina,Kosovo,military facility,4,11,airport,0,,21.01,42.57
833,Slatina,Kosovo,military facility,4,12,military,0,,21.01,42.57
834,Slatina,Kosovo,military facility,4,13,airport,0,,21.01,42.57
835,Slatina,Kosovo,military facility,4,14,airport,0,,21.01,42.57
836,Slatina,Kosovo,military units,4,16,,0,,21.01,42.57
837,Slatina,Kosovo,military units,4,19,,1,military,21.01,42.57
838,Slatina,Kosovo,military facility,4,20,airport,0,,21.01,42.57
839,Slatina,Kosovo,military facility,4,26,airport,0,,21.01,42.57
840,Slatina,Kosovo,military facility,4,30,airport,0,,21.01,42.57
841,Slatina,Kosovo,military facility,5,1,airport,0,,21.01,42.57
842,Slatina,Kosovo,military units,5,7,airport,0,,21.01,42.57
843,Slatina,Kosovo,military units,5,12,airport,0,,21.01,42.57
844,Smederevo,Serbia,industry,4,4,refinery,0,,20.97,44.61
845,Smederevo,Serbia,industry,4,8,refinery,0,,20.97,44.61
846,Smederevo,Serbia,industry,4,9,refinery,0,,20.97,44.61
847,Smederevo,Serbia,industry,4,13,refinery,0,,20.97,44.61
848,Smederevo,Serbia,infrastructure,4,15,bridge,0,,20.98,44.6
849,Smederevo,Serbia,military units,4,16,,1,military,20.97,44.61
850,Smederevo,Serbia,military units,4,19,,1,military,20.97,44.61
851,Smederevo,Serbia,industry,4,29,refinery,0,,20.97,44.61
852,Smederevo,Serbia,military units,4,30,,0,,20.93,44.67
853,Smederevo,Serbia,industry,5,15,factory,0,,20.94,44.66
854,Smederevo,Serbia,industry,5,16,factory,0,,20.94,44.66
855,Smederevo,Serbia,military units,5,17,,0,,20.97,44.61
856,Smederevo,Serbia,various,5,21,"refinery, relay",0,,20.97,44.61
857,Smederevo,Serbia,military units,5,30,,0,,20.93,44.67
858,Smederevo,Serbia,industry,6,1,plant,0,,20.97,44.61
859,Smederevo,Serbia,military units,6,3,,1,military,20.93,44.67
860,Soderce,Serbia,civilian,4,22,,1,civilian,21.85,42.55
861,Sofajlija,Kosovo,military units,4,16,,0,,21.19,42.67
862,Sombor,Serbia,military facility,3,24,airport,1,military,19.06,45.72
863,Sombor,Serbia,military facility,4,26,airport,0,,19.06,45.72
864,Sombor,Serbia,military units,4,27,,0,,19.06,45.72
865,Sombor,Serbia,military facility,4,30,airport,0,,19.06,45.72
866,Sombor,Serbia,military units,5,2,,0,,19.06,45.72
867,Sombor,Serbia,military facility,5,8,airport,0,,19.06,45.72
868,Sombor,Serbia,military units,5,11,,0,,19.06,45.72
869,Sombor,Serbia,industry,5,20,refinery,1,military,19.06,45.72
870,Sombor,Serbia,industry,5,22,refinery,0,,19.06,45.72
871,Sombor,Serbia,industry,6,2,refinery,0,,19.06,45.72
872,"Sovljak, Kraljevo",Serbia,military units,5,25,,0,,20.03,44.46
873,Srbica,Kosovo,military units,5,12,,0,,20.78,42.75
874,Srbobran,Serbia,communications,5,20,radio relay,0,,19.77,45.54
875,Srbobran,Serbia,communications,6,3,relay,0,,19.77,45.54
876,Sremcica,Serbia,military units,3,26,,0,,20.38,44.68
877,Sremska Kamenica,Vojvodina,communications,5,29,TV station,0,,19.81,45.21
878,Sremska Mitrovica,Vojvodina,military facility,4,7,,0,,19.81,45.21
879,Sremska Mitrovica,Vojvodina,military units,4,19,,0,,19.81,45.21
880,Sremska Mitrovica,Vojvodina,military units,4,29,,0,,19.81,45.21
881,Sremska Mitrovica,Vojvodina,military units,5,21,,0,,19.81,45.21
882,Sremska Mitrovica,Vojvodina,military units,5,29,,0,,19.81,45.21
883,Stari trg,Kosovo,military units,5,13,,0,,20.92,42.94
884,Staro Gacko,Kosovo,military units,5,11,factory,3,civilian,21.1,42.51
885,Staro Selo,Kosovo,military units,5,12,,1,military,21.1,44.29
886,Staro Selo,Kosovo,military units,5,27,,0,,20.89,42.38
887,Stimlje,Kosovo,military units,5,9,,0,,21.03,42.44
888,Stimlje,Kosovo,military units,5,12,,1,military,21.03,42.44
889,Stimlje,Kosovo,military units,5,13,,1,military,21.03,42.44
890,"Strasevica, Rakovica",Serbia,military facility,3,27,radar,2,military,20.43,44.73
891,"Strasevica, Rakovica",Serbia,military facility,3,27,,0,,20.43,44.73
892,"Strasevica, Rakovica",Serbia,military facility,4,18,,0,,20.43,44.73
893,"Strasevica, Rakovica",Serbia,military facility,5,3,,0,,20.43,44.73
894,"Strasevica, Rakovica",Serbia,military facility,5,3,,0,,20.43,44.73
895,"Strasevica, Rakovica",Serbia,military facility,5,20,bunker,0,,20.43,44.73
896,"Strasevica, Rakovica",Serbia,civilian,5,22,,0,,20.43,44.73
897,"Strasevica, Rakovica",Serbia,military facility,5,23,baracks,0,,20.43,44.73
898,"Strasevica, Rakovica",Serbia,military facility,5,25,bunker,0,,20.43,44.73
899,"Strasevica, Rakovica",Serbia,civilian,5,29,,0,,20.43,44.73
900,"Strasevica, Rakovica",Serbia,military facility,5,30,bunker,0,,20.43,44.73
901,Strezovce,Kosovo,military units,5,11,,0,,21.73,42.27
902,Strpce,Kosovo,military units,5,24,,0,,21.02,42.24
903,Stubline,Serbia,communications,5,30,relay,0,,20.13,44.57
904,Subotica,Vojvodina,military units,4,15,,0,,19.66,46.1
905,Subotica,Vojvodina,military units,4,19,,0,,19.66,46.1
906,Surcin,Serbia,military facility,3,27,,0,,20.22,44.78
907,Surcin,Serbia,military facility,4,7,airport,0,,20.22,44.78
908,Surcin,Serbia,military units,5,2,,0,,20.22,44.78
909,Surcin,Serbia,military units,5,23,,0,,20.22,44.78
910,Surdulica,Serbia,civilian,4,27,,9,civilian,22.16,42.69
911,Surdulica,Serbia,military facility,5,21,,0,,22.16,42.69
912,Surdulica,Serbia,civilian,5,31,sanatorium,20,civilian,22.16,42.69
913,Susica,Kosovo,military units,3,30,,0,,21.49,43.52
914,Sutomore,Montenegro,military units,4,29,,0,,19.04,42.14
915,Sutorman,Montenegro,military units,4,15,,0,,19.11,42.15
916,Sutorman,Montenegro,military units,4,16,,0,,19.11,42.15
917,Suva Reka,Kosovo,military units,5,18,,0,,20.81,42.36
918,Svetlje,Kosovo,military units,5,12,civilian,1,civilian,21.22,42.88
919,Svrke,Montenegro,military units,4,30,,0,,19.32,42.87
920,Svrljig,Serbia,military units,5,28,,0,,22.11,43.42
